destination,rating,rating,text,time
Berjaya Tioman Resort - Malaysia,,5.0,"Nice and friendly staff, location at the end of kg tekek however you can rent a motorcycle if want to go around the village.

Room bit old but comfortable and we have very good sleep. You can request buggy to go around the hotel. Nice beach very clear water. Variety of breakfast also.",2026-04-14T05:00:28.088Z
Berjaya Tioman Resort - Malaysia,,5.0,Breakfast sedap..penginapan selesa dan dekat dgn marine park..,2026-04-14T04:56:35.331Z
Berjaya Tioman Resort - Malaysia,,4.0,,2026-04-13T12:19:01.677Z
Berjaya Tioman Resort - Malaysia,,5.0,"My wife and I had a pleasant 3D2N stay at Berjaya. Overall, it was an enjoyable experience with excellent customer service and a great ambience. Everything was conveniently within walking distance, making it easy for us to explore and truly relax. Most importantly, we left with wonderful memories created together.",2026-04-12T05:22:54.129Z
Berjaya Tioman Resort - Malaysia,,5.0,"Hôtel très calme. Belle piscine, belles prestations, personnel aux petits soins.
Possibilité de louer un scooter à l'intérieur ou juste à l'entrée de l'hôtel, possibilité de réserver des excursions snorkelling.",2026-04-12T04:19:15.689Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-12T03:57:05.794Z
Berjaya Tioman Resort - Malaysia,,5.0,Very nice experience,2026-04-12T03:12:04.075Z
Berjaya Tioman Resort - Malaysia,,5.0,Everything is great!,2026-04-12T03:01:51.158Z
Berjaya Tioman Resort - Malaysia,,5.0,the staffs are helpful. food are tasty and delicious. the buggy service is efficient. spent most of our time either at the swimming pool and beach.,2026-04-12T02:49:39.267Z
Berjaya Tioman Resort - Malaysia,,5.0,Ms jasper 服务态度很棒，环境很美，很舒服，可以安排家人，朋友。。。。。一起玩，浮潜也很棒。,2026-04-12T02:46:18.529Z
The Taaras Beach & Spa Resort,,5.0,,2025-07-11T12:06:21.293Z
The Taaras Beach & Spa Resort,,5.0,"We had 4 great nights here in July. The weather was perfect. It didn't seem very busy which was nice. Snorkelling and scuba options are great, not far to go to get to nice spots. Water was clear and warm. The staff and amazing. Super helpful. The beach is beautiful. Food was great. Plenty of options for any time of day. Rooms were large. Mattress maybe could use a replacement as was a bit hard but it was a huge king size bed. Rooms maybe a little dated in parts but you don't spend much time in your room any way.  Some family rooms are up on the hill and a bit of a walk but they have little shuttles to pick up up and drop off to help. We went also to the other resorts to look and it was so busy and  more windy and rough on that side so we are glad we chose taaras, it is far superior in many ways. I highly recommend this piece of paradise to anyone.",2025-07-08T09:40:05.101Z
The Taaras Beach & Spa Resort,,3.0,"The food and the service wasn’t really really Upto mark, the staff needs to be there to understand basic English",2025-07-07T11:40:35.819Z
The Taaras Beach & Spa Resort,,5.0,The best activity - sea turtles hatchling release!,2025-07-06T13:40:33.657Z
The Taaras Beach & Spa Resort,,5.0,,2025-07-05T10:13:35.890Z
The Taaras Beach & Spa Resort,,5.0,,2025-07-03T11:18:17.428Z
The Taaras Beach & Spa Resort,,5.0,,2025-06-26T10:21:57.148Z
The Taaras Beach & Spa Resort,,5.0,Best experience ever.nice and cozy.,2025-06-26T08:53:44.315Z
The Taaras Beach & Spa Resort,,5.0,A wonderful experience with fabulous and friendly staff who attend your service and request sincerely. Amazing service provided for birthday girl and full of surprises!,2025-06-24T16:11:27.126Z
The Taaras Beach & Spa Resort,,5.0,"We had a really nice and comfortable stay at the Taaras beach resort. The staff is caring and the activities are spot on. We discovered the sea world spotting turtles and corals. It was amazing.
We really enjoyed sea activities, yoga classes and a really nice Indian restaurant.
Great spa with a lot of offer and professional masseuses that really stand out.
Hamdan was assigned to us by the resort and really helped us make our experience as smooth and carefree as possible. I recommend for a relaxing stay enjoying the tropical sea world",2025-06-23T03:34:43.412Z
Sipadan Kapalai Dive Resort,,3.0,"fantastic location with good food provided. they have cater enough for China tourist who take alot food. others tourist will have sufficient food.
however, the room 7x to 8x is too hot at afternoon. bad room designs.",2023-12-14T09:48:45.750Z
Sipadan Kapalai Dive Resort,,5.0,"The stunning place with too much natural beauty and arranged accordingly.
Full facilitated.
Diving experience was amazing.",2023-12-12T16:33:46.994Z
Sipadan Kapalai Dive Resort,,5.0,,2023-11-30T13:55:17.680Z
Sipadan Kapalai Dive Resort,2/5,,"房間的床單不整潔，員工服務欠佳，一邊開車一邊抽煙，沒講thank you或小費（只有一次忘記），會被大大聲說thank you,兇你， 房間水龍頭太小，空調壞的，5個員工來維修一個空調都沒維修好，一邊維修還一邊抽煙，換兩間房都是太小空調（55、57號房）第二天晚上還看到52號房又在維修空調，不值這價錢， 唯一好處，拍照很好，沒了，如果不喜歡拍照的奉勸不要過去.下午茶不值得去吃，就是早上剩下的…….",2023-11-29T23:59:59.999Z
Sipadan Kapalai Dive Resort,,5.0,"Kapalai is located approximately 45 mins to 1 hour from Semporna town, via a speed boat. It provides a 360° breathtaking ocean view. We were amazed by the unpolluted turquoise sea water upon arrival. The water is clean and see-through to the sea bed.

Sea turtles were abundantly spotted around the resort. We were told by one of the buggy drivers that Kapalai has its own man-made beach to encourage the sea turtles to lay eggs. To date, Kapalai has managed to release more than 100 sea turtles into the ocean. Sipadan is famous for its Green and Hawksbill sea turtles.

While snorkelling, we spotted not only sea turtles but barracuda, colourful coral reefs, stingrays, starfishes, squids, to name a few. The snorkelling gear can be rented for RM23/day. The famous clear kayak boat can also be rented for RM50/hour. This is especially famous amongst the ladies. The staff of Kapalai are more than helpful to help you take the best photos of you riding on the kayak.

""Harley-Davidson"" could be rented in the resort for RM50/day. Don't get me wrong, it is however not the real Harley-Davidson, mind the pun. The staff refers the pastel rattan coloured bicycle as Harley-Davidson. The bicycle complements the beautiful resort. Aplenty of photos could be taken with you riding on it too.

Due to the previous case of resort guests being kidnapped by the Philippines pirates, whom subsequently demanded hefty ransom from the Malaysian government, Sipadan Kapalai Dive Resort is now safely and heavily guarded by the Royal Malaysian Navy.",2023-11-28T12:51:26.076Z
Sipadan Kapalai Dive Resort,4.7/5,,海真的美到不行清澈乾淨餐點也很好吃很棒,2023-11-19T23:59:59.999Z
Sipadan Kapalai Dive Resort,,1.0,"Greedy resort full of guests. Divers should not come.

1. They don’t provide individual fun dives. If you want to dive, even for one dive, they are gonna force you to pay for the full diver package for your entire stay. I originally only wanted to have two to three dives, they said no. I have to pay 4N/5D dive package.

2. I think it’s normal to travel to a place 30min away to dive for a diving center without any extra charge. They don’t do this. They want to charge 850RM extra for a single trip like this. Attention, I’m not even talking about Sipadan! They only want you to dive in front of their resort or at Mabul (7mins away), where the water was very dirty and visibility was 5 meters at most!

3. My friend wanted to have two fun dives after he finished his open water course here. Guess what? Impossible. He has to buy 4N/5D diver package in order to have fun dives! Or, he could buy two Discover Scuba Diver package to have two fun dives. Is it ridiculous?

4. Full of tourists busy with taking pictures and snorkeling all day. My mask was stolen.

5. Unable to jump into the water from you villa.

All in all: avoid this place!",2023-11-19T09:53:06.194Z
Sipadan Kapalai Dive Resort,,5.0,,2023-11-11T04:34:37.945Z
Sipadan Kapalai Dive Resort,,5.0,,2023-11-08T22:53:00.065Z
Sipadan Kapalai Dive Resort,,5.0,Got turtle!,2023-11-03T02:28:00.171Z
Pulau Payar Marine Park,,5.0,The clear sea is perfect for snorkeling. Can see anything in the sea through snorkeling.,2023-01-18T14:05:17.871Z
Pulau Payar Marine Park,,5.0,Great scenery and activities they had to offer. Islan hoping tmis the best!,2023-01-18T14:05:10.190Z
Pulau Payar Marine Park,,4.0,Nice place to do snorkeling activities,2023-01-18T14:05:09.382Z
Pulau Payar Marine Park,,5.0,Great island hoping experience,2023-01-18T14:04:59.420Z
Pulau Payar Marine Park,,5.0,AMAZING DAY TRIPS. VERY ENJOYABLE. A MUST VISIT PLACE,2023-01-18T14:04:38.223Z
Pulau Payar Marine Park,,5.0,Tempat yg sangat2 cantik utk dilawati. Sangat cantik dan bersih. Aktiviti pantai yang sgt byk utk bersama kawan2 dan keluarga,2023-01-18T14:04:32.187Z
Pulau Payar Marine Park,,5.0,A must place to visited when came to Langkawi . The sand and beach very beautiful and so clean . The view super duperrrrr niceeee 🥰,2023-01-18T14:04:12.635Z
Pulau Payar Marine Park,,5.0,Best experience ever,2023-01-18T14:03:00.026Z
Pulau Payar Marine Park,,5.0,Bestttt. Can see baby sharks too!!!,2023-01-18T14:02:21.088Z
Pulau Payar Marine Park,,5.0,,2023-01-17T03:14:05.901Z
Berjaya Tioman Resort - Malaysia,,5.0,"We have a great time in Berjaya Resorts. Its very quite & peaceful, and the staffs are very friendly and helpful. We enjoy our conversation with Ms Jasper who had gone extra mile by providing medical assistance to my daughter when she cut her toes during one  of outdoor activities. Keep up with the good work.",2026-04-12T01:57:38.402Z
Berjaya Tioman Resort - Malaysia,,5.0,The staff provided excellent hospitality.Quite a relaxing experience as the hotel is not too noisy and surrounded by nature,2026-04-12T01:41:34.737Z
Berjaya Tioman Resort - Malaysia,,5.0,Very nice!,2026-04-11T05:09:57.944Z
Berjaya Tioman Resort - Malaysia,,5.0,"Супер отель , прекрасное расположение, отличный пляж, очень хорошие завтраки , чистейшее море, есть места для снорклинга, очень внимательное отношения к гостям, спасибо огромное",2026-04-11T04:10:00.911Z
Berjaya Tioman Resort - Malaysia,,4.0,"Superbe hôtel 4 étoiles avec un personnel charmant et très attentionné! Tous nos remerciements à Jasper et Daud pour leur gentillesse et leur sourire! Aux petits soins pour nous! Bravo!
Dewi vous fera un massage qui vous emportera vers la détente...
La plage est sublimement belle, l'hôtel est bien situé sur l'île avec un service de navette de et vers la jetée Tekek.
Les activités sont abordables et bien organisées, tour en ville et visite des waterfalls et la plage de Juara!
Je ne mets que 4 etoiles car nous avons subi un désagrément avec la sécurité à l'entrée du complexe. Le chef de la sécurité Azhgr et son employé Rakech ont interdit l'accès à l'hôtel à un ami qui venait prendre une glace et passer un moment avec nous.
Alors que la réception a donné l'autorisation, ces messieurs ont fermement refusé.
Nous avons passé 40 minutes à parlementer pour trouver un arrangement qui n'est jamais arrivé.
Dommage car tout allait très, très bien jusqu'à cet incident!
Merci de rappeler à la sécurité de mieux traiter vos clients.",2026-04-10T16:14:23.128Z
Berjaya Tioman Resort - Malaysia,,5.0,"Definitely a place worth visiting. Water is clear, hotel is clean, just that the weather is hot! Hotel provides water for hydration and rides to your room. If you like nature, this is a place to be. Kayaking, snorkeling and other activities to occupy your stay.",2026-04-10T08:18:48.989Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-10T03:34:23.424Z
Berjaya Tioman Resort - Malaysia,,5.0,"Wonderful service, the staff are so friendly and helpful! Jasper in reception was wonderful and Bruce was fantastic for our 8am yoga. Rooms were very comfortable and had great air conditioning. Lots of fun activities - you can see turtles and reef sharks snorkelling! It’s such a beautiful location too. We had a great time!",2026-04-09T03:56:45.428Z
Berjaya Tioman Resort - Malaysia,,5.0,不错的酒店，很安静，餐厅价格在酒店里面全是比较合适的，房间也不错，比较舒适的一次体验。,2026-04-09T03:40:06.134Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-08T03:09:48.993Z
Sipadan Kapalai Dive Resort,,4.0,Air cond pada waktu tengah hari.. ketika waktu panas terik je kurang rasa.. suasana sangat cantik di sana.. laut cantik.. makanan ada yang kene tekak.. ada yang xkene tekak.. view pagi dan senja mmg cun dan lawa.. bawa anak2 kene sangat berjaga2..,2023-11-02T21:52:33.850Z
Sipadan Kapalai Dive Resort,,1.0,,2023-10-30T21:36:09.105Z
Sipadan Kapalai Dive Resort,,4.0,,2023-10-28T06:08:12.068Z
Sipadan Kapalai Dive Resort,,5.0,"Sea Water is very clear and clean, can see see turtle, stingray from the hotel wooden walkway 👍🏼👍🏼👍🏼👍🏼👍🏼Beautiful scenery of the chalets and the bright colorful Flowers around the chalets..!",2023-10-17T11:36:23.218Z
Sipadan Kapalai Dive Resort,,5.0,"Una experiencia para probar. Sólo recomendable si te gusta la comida asiática (no hay mucho más donde elegir) y si es para hacer el paquete buceador (para snorkeling no hay mucho que hacer y no hay más actividades en el resort).

Apartado de mundo, perfecto para desconectar.
El servicio, excelente y amable.",2023-10-14T02:42:02.238Z
Sipadan Kapalai Dive Resort,,4.0,"Très ben endroit, idéal pour 4 jours, au delà, rien autour, uniquement plongées et snorkeling. Aucune animation. Nourriture en buffet de type asiatique, rien de continental, vu le prix je pensais avoir des repas de qualité et diversifiés. Ils sont adaptées à la population chinoise... personnel renfermé.",2023-10-11T12:25:41.336Z
Sipadan Kapalai Dive Resort,,5.0,"This is one of the most beautiful travel destinations that I have ever been to. At first, I was a bit skeptical about this Sipadan Kapalai Resort, because I have read through some bad reviews about the room condition. But I'm lucky that I don't have to go through all this bad experience. Each room is a standalone chalet that is built on top of the sea. I think some rooms are newer and some are slightly aged. But overall, I think the maintenance is quite good. My room is spacious and clean. Everything is functional. The Aircon is cold, but due to the hot weather, you will still feel heat in the afternoon and evening. As for the food, I think it is average. It is buffet style for all meals(breakfast, lunch and dinner). I think breakfast is the best because you hardly go wrong with fried rice, scrambled eggs, omelette or waffles. For lunch and dinner, the dishes are more suitable for locals. Anyway, don't worry about food running out if you are late to the restaurant. They always refill the food and there is always plenty of food left as long as the time is still within the buffet session.
The view at this resort is magnificent. I think the water is crystal clear, and you can always see a lot of fish swimming around the resort or beneath your room. It is like living on top of an aquarium. I'm lucky that I managed to see a few turtles swimming around in the early morning also. This is truly amazing. There are also sunset and sunrise point where you can take memorable photos and videos.
Overall, I am glad that I have visited this place. This is definitely one of the best places I have ever traveled to.",2023-10-09T09:17:18.167Z
Sipadan Kapalai Dive Resort,,5.0,Gorgeous location with attentive staffs. Just be prepared that the rooms further from reception may not receive any WiFi or data. No TV in room also.,2023-10-01T06:20:53.497Z
Sipadan Kapalai Dive Resort,,4.0,,2023-09-22T07:15:52.361Z
Sipadan Kapalai Dive Resort,,3.0,"度假村周围时常漂浮着塑料垃圾。
希望那边的工作人员可以打捞上来。
一起照顾海的清洁，给海龟和鱼一个安全的地方。

一个有着很美玻璃海的地方。
在度假村可以无限的浮潜。
看日出，看日落，看星空，看海龟。
很多五颜六色的珊瑚和躲在珊瑚的鱼群。
尤其是在潜水中心后面～就像是kapalai的后花园。

Can unlimited snorkeling place.
Lot colourful corals and different types of fish just behind the dive center.

But  rubbish and waste floating around the resort.
Hope staff can clean it and not just let it float on the sea.",2023-09-21T22:56:23.352Z
The Taaras Beach & Spa Resort,,3.0,"Disappointing Experience for the Price Paid

We stayed at The Taaras for 2 nights with a group of 5 people and paid RM7,500 — which we expected to reflect in the service and overall experience. Unfortunately, it fell short on many fronts.

Cons:

The van that was supposed to pick us up upon arrival wasn’t there, causing unnecessary hassle.

Our bags weren’t in the hotel room when we arrived.

The interconnecting door between our rooms was faulty and couldn’t open fully.

Toiletries were insufficient despite us adding an extra bed.

Only 4 glasses were provided for 5 guests.

One of the pillowcases was dirty, which was unacceptable at this price point.

The welcome cocktail was underwhelming.

The resort felt overcrowded, which took away from the relaxing atmosphere we were hoping for.

Breakfast was below expectations — limited spread and not up to par with the luxury pricing.

Pros:

The beach was clean and beautiful.

The water was clear.

Resort facilities were acceptable.

Overall, for the amount we paid, the service and amenities did not meet expectations. While the natural surroundings were stunning, the lack of attention to detail and service made our stay less enjoyable. Definitely not the luxury experience it’s marketed to be.",2025-06-22T14:56:15.852Z
The Taaras Beach & Spa Resort,5/5,,タラスリゾートに宿泊しました。料理も施設も海も大満足でした。ヨガのクラスも受けましたが、とても良い体験でした。,2025-06-21T23:59:59.999Z
The Taaras Beach & Spa Resort,,5.0,"You can arrange for shuttle from the jetty to the resort which is pretty convenient.
We stayed in the Cliff Bay View Suite and the view was amazing. Room is spacious enough for a family of 5 (2 adults, 3 kids)  , there is free buggy ride from the lobby to the Suites.
Breakfast has quite decent variety for both adults and kids and most importantly the dining hall overlooks the pool and the beach so we can just jump into the water after breakfast.
Amenities/activities provided were also great.
All in all we had a great time there.",2025-06-16T09:41:37.230Z
The Taaras Beach & Spa Resort,,5.0,Pricey,2025-06-16T05:29:33.734Z
The Taaras Beach & Spa Resort,,4.0,,2025-06-15T05:45:45.454Z
The Taaras Beach & Spa Resort,,5.0,,2025-06-13T09:08:34.229Z
The Taaras Beach & Spa Resort,,4.0,,2025-06-12T22:39:19.838Z
The Taaras Beach & Spa Resort,,5.0,"Our second visit here but this time we stayed at the Bayview two Bedroom suite, instead of taking two Garden Suite. Definitely worth it for family of four with 2 big children. The suite is huge and very luxurious, fittings are good and look new.
The highlight is the spa bathtub which overlooks the bay below, quite an experience!
The bay is very nice, with gentle waves and clear water, Maldives standard.
We got dinner one night in the package  which we took at MareNero. It is dear but good quality and the Italian desserts were excellent.
Breakfast was a reasonable spread and there was good nasi dagang and roti canai stand.

We came from KL and the whole experience is fast and unstressful. Fly from Subang Airport, which at the moment is a very chill experience. All the Berjaya Air staff at both Redang and Subang Airport are cheerful and helpful.
Redang airport is also very chill and then a short 5 minute van ride you are already at the resort.

Hamdan was assigned to help us, and was friendly and helpful. Staff at the front office and porters etc also very helpful and friendly.

We just went for a weekend and it really hit the spot!
We will be back again next year!",2025-06-08T12:56:33.262Z
The Taaras Beach & Spa Resort,,5.0,"We had an amazing stay at The Taaras recently, and would like to specially commend Hamdan for his outstanding hospitality. From the moment we arrived, Hamdan consistently greeted my wife and I with a warm smile, making us feel truly welcome. He was always ready to assist with our activity reservations and handled any issues that arose swiftly and professionally. His attentiveness made our stay even more enjoyable — thank you, Hamdan!

As for the hotel itself, the overall experience was fantastic:

Exceptional hospitality — every staff member we met was friendly, courteous, and professional. It really made us feel valued as guests.
Delicious buffet choices — we had the chance to try the breakfast, lunch, and dinner buffets. The spread was generous with a good variety of local and international dishes.
A special mention to a lady whom I believe is a deputy manager — when our Cliff Bay Suite wasn’t ready even after 3pm, she graciously arranged a temporary room for us to freshen up and even extended a complimentary dinner buffet for the inconvenience. A thoughtful gesture that we truly appreciated. Great facilities around the resort, with convenient buggy services that made it easy to move about the property.

We thoroughly enjoyed our time here and will definitely be coming back in the very near future. Thank you, The Taaras!",2025-06-06T13:17:06.601Z
The Taaras Beach & Spa Resort,,1.0,"Disappointing Stay at The Taaras - Overpriced and Overrated

Our recent stay at The Taaras was a huge letdown from start to finish. It started at the jetty, where we waited in the hotel van for over 15minutes because it was blocked by other vans. We had to ask the drive and call hotel ourselves to sort it out.

Check-in was messy. Despite booking for 11 locals, the hotel insisted on collecting everyone's IC, which I think it's unnecessary. Then they claimed our package didn't include the Turtle Discovery, even though it clearly did. Thankfully, I brought the booking receipt.

Rooms were not well maintained i.e dirty staircases, faulty doors, broken kettles and fridges. The whole place didn't feel like a 5-star resort.

Activity arrangements were chaotic. We had initially reserved our Turtle Discovery activity for 9am the next day. Later, we were asked to shift to 10am, which we agreed to. However, when we arrived at 9:50am, we were told the booking was only for 10 guests instead of 11 and were asked to pay extra for one person. This was never communicated to us during check-in.

To make matters worse, we were made to wait even after 10am because they were not enough life jackets. It was frustrating, especially since all activities had been pre-booked, and the hotel should have arranged accordingly.

Another concern was housekeeping. When we returned from our snorkeling activity around 1pm, our rooms were still not cleaned. We informed the front desk, then went for lunch from 2-3pm. Shockingly, the rooms remained untouched.

Based on this experience, I find The Taaras to be highly overrated. The price we paid does not reflect the poor service, inadequate facilities, insufficient no of staff and disorganized activity arrangements.

This was my second visit to Redang Island, but my first (and likely last) stay at The Taaras. I love the island and will return, but I'll choose another hotel next time. The only thing I enjoyed during the stay here were the fire show and swimming with the turtles.

I hope this feedback is taken seriously.",2025-06-04T03:41:47.522Z
Pulau Payar Marine Park,,5.0,"Trip to this island are very exiting, very nice view and natural",2023-01-16T14:11:40.266Z
Pulau Payar Marine Park,,5.0,"Tmpat cntik, bersih. Kaya flora fauna. Pemandangan cantik. Sesuai untuk aktiviti hujung minggu. Terbaik",2023-01-16T14:07:57.090Z
Pulau Payar Marine Park,,5.0,"nice place to travel, very beautiful!",2023-01-16T14:07:53.603Z
Pulau Payar Marine Park,,5.0,Beautiful view,2023-01-16T14:06:32.802Z
Pulau Payar Marine Park,,5.0,Its that have 🏄‍♀️ over there ?,2023-01-16T14:05:30.776Z
Pulau Payar Marine Park,,5.0,"Nice place  i will visit again.for cuti cuti malaysia .Amazing place and nice place to visit, sunny day and lucky able to see baby sharks. Water so clear and clean..",2023-01-11T14:00:47.730Z
Pulau Payar Marine Park,,5.0,Nice & beautiful place,2023-01-11T13:57:27.498Z
Pulau Payar Marine Park,,5.0,"I recently visited Pulau Payar Marine Park and had an amazing time. The park is located on a beautiful island and is surrounded by crystal clear waters. The snorkeling and diving were some of the best I've ever experienced, and I saw a wide variety of marine life including colorful fish, coral reefs, and even a few sea turtles. The staff at the park were friendly and knowledgeable, and they provided all of the equipment I needed. Overall, I had a fantastic time at Pulau Payar Marine Park and would highly recommend it to anyone interested in snorkeling or diving.",2023-01-10T03:26:20.080Z
Pulau Payar Marine Park,,5.0,Good view and breathtaking.,2023-01-10T03:19:56.067Z
Pulau Payar Marine Park,,5.0,"Terdapat pakej menaiki boat, pemandangan yang cantik untuk dikunjungi family",2023-01-10T03:12:06.401Z
Berjaya Tioman Resort - Malaysia,3.7/5,,"A little dated, but the dive sites around are so good. Good value, you get what you pay for, and pay for every activity you wanna doFood got tired after say 3, could do with more varietyPeople are nice but could use a little more refinement to up the overall quality. Service is like a 3* place...",2026-04-06T23:59:59.999Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-06T13:03:49.846Z
Berjaya Tioman Resort - Malaysia,,5.0,"Amazing stay! Beautiful property, clean and comfortable rooms, delicious food, and very courteous staff. Perfect place to relax and unwind. Highly recommended!
What truly stood out was the peaceful atmosphere and the range of activities available, making it ideal for both relaxation and recreation. Whether you want to unwind by the pool or explore the surroundings, this place has it all.
We had Kayaking and ATV ride in the resort...it was superb...",2026-04-05T04:13:46.434Z
Berjaya Tioman Resort - Malaysia,,5.0,Superb experience with really good service. i really enjoy my stay here. Recommended for those who dont really care about the price.,2026-04-05T03:22:58.683Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-05T02:13:43.877Z
Berjaya Tioman Resort - Malaysia,,5.0,"早上的瑜伽一定要去
老師很認真 人也很少 所以可以好好運動
整體環境也很好
推推",2026-04-05T02:02:06.408Z
Berjaya Tioman Resort - Malaysia,,5.0,Had a stay for our anniversary and it was absolutely pleasant! Would recommend 10/10!,2026-04-04T12:27:09.553Z
Berjaya Tioman Resort - Malaysia,,5.0,,2026-04-04T07:40:38.272Z
Berjaya Tioman Resort - Malaysia,,5.0,"the rooms was amazing , very comfortable and the bed was very nice. the amenities provided was on top . service wise , we had to wait for almost 30 mins for the ride to come despite calling alot of times . other then that the man was very friendly and welcoming . location was very nice , having a nice place to wake up on and do yoga . we had bruce to assist us and he was very patient despite our first time . he was very professional and fun . with that no other problem and would love to be here again .",2026-04-04T02:07:41.990Z
Berjaya Tioman Resort - Malaysia,,3.0,Experience not really well due to service not details . Did not apologise when delay. We came with a team of 8 people. End with not a very nice wrap.,2026-04-04T02:07:39.025Z
Sipadan Kapalai Dive Resort,,5.0,,2023-09-19T09:02:45.638Z
Sipadan Kapalai Dive Resort,,5.0,"Superb resort to view of corals,fish and turtles.",2023-09-07T12:26:57.211Z
Sipadan Kapalai Dive Resort,,4.0,"Foods not really nice, view nice",2023-08-30T18:15:18.166Z
Sipadan Kapalai Dive Resort,5/5,,非常滿意！,2023-08-26T23:59:59.999Z
Sipadan Kapalai Dive Resort,,4.0,,2023-08-24T05:12:31.631Z
Sipadan Kapalai Dive Resort,,4.0,,2023-08-23T16:46:16.315Z
Sipadan Kapalai Dive Resort,,4.0,"Rooms is big and sea view is priceless.
Staff service here really good.
And buffet very suitable for ASIAN.
Only things is rooms thr is no network connection.
May be purposely want to stay here pure relax without disturb.
Overall its good experience to stay here.",2023-08-22T08:23:54.629Z
Sipadan Kapalai Dive Resort,,5.0,"This kind of place is absolutely surreal. It is definitely a must visit for those who appreciate pure natural beauty, isolation and the closest encounters you can get with marine life.

My highlights of the trip were watching the sunsets (an unencumbered view of the ocean on fire), doing the organized dive trips, and viewing sea life from my literal balcony (I saw 5 turtles in one night, manta rays, octopus countless types of fish). The resort is built in an organized fashion and has carts to drive you around to your bungalow (if it is too far).

I will say that it is quite a far transport - you need to fly into Tawau airport, take their shuttle 1.5 hours to Sipadan, then ride a 45 minute boat. However, for what it is, you should visit.

Some of the resort guests are also quite loud and don't understand etiquette regarding quiet times or respecting the beauty of the surroundings.",2023-08-16T23:38:08.602Z
Sipadan Kapalai Dive Resort,,4.0,watch on my youtube channel azrul tennessee,2023-08-16T09:03:20.679Z
Sipadan Kapalai Dive Resort,,4.0,不愧是网红地，很美,2023-08-11T14:15:14.342Z
Perhentian Island Resort,,3.0,"Un endroit paradisiaque, nous avons pleinement profité de la plage et du snorkeling.
Cependant, les chambres manquent beaucoup d'entretien et ne sont pas du tout propres. Le service de nettoyage n'est pas du tout efficace! Dommage pour un tel endroit.
Autre point de mécontentement : les geckos dans les chambres sont innombrables! Pour ceux qui en ont peur, ne pensez pas à prendre cet hotel.
Côté nourriture, pas de variétés.",2026-03-30T04:21:02.165Z
Perhentian Island Resort,,3.0,,2026-03-29T06:07:24.647Z
Perhentian Island Resort,5/5,,good service and great prices,2026-03-28T23:59:59.999Z
Perhentian Island Resort,4.5/5,,"perhentian Island resort 에 3박 머물렀습니다. 예약할 때 봤던 후기들 중에서 부정적인 후기들이 있었는데, 생각했던 것보다 훨씬 괜찮았다. 벌레는 개미가 조금 있는 것 외에는 전혀 없어서 불편함이 없었고 문을 잘 닫으면 모기도 전혀 없었다. 전체적으로 새 건물은 아니지만 그렇다고 해서 너무 낡아서 불편하거나 하지는 않았다. 섬에 있는 오두막 형태의 객실이라는 것을 생각하면 매우 만족스러웠다. 에어컨도 아주 시원했다. 스탭들의 서비스도 매우 훌륭했다. 여러 부분에서 고객들의 편의를 생각해주는 것이 많이 느껴졌다. 배를 내렸을 때 짐을 호텔 객식까지 운반해주고, 식수도 식당에서 떠서 먹을 수 있고 고객이 필요를 이야기했을 때 도움을 주려는 태도가 참 좋았다. 호텔 앞에 바닷가가 너무 아름답기 때문에 객실이 정말 형편없지만 않다면 만족했을텐데, 호텔도 전체적으로 불편함 전혀 없이 만족스러웠다. 부정적인 후기를 보고 걱정하는 사람들이 있다면, 걱정 전혀 할 것 없이 오라고 추천하고 싶다.",2026-03-27T23:59:59.999Z
Perhentian Island Resort,3.2/5,,The resort is very old. I think the management should consider to upgrade & revamp the resort. It is still the same as 20 years back. The only good point about this resort is the beach,2026-03-27T23:59:59.999Z
Perhentian Island Resort,,2.0,"No help with. Cases on arrival.
Breakfast restaurant bit of a free for all. No one greeting to sit down and advise on how things worked. Not very many options, everything empty and cold. Staff not particularly helpful and did not really understand us. I guess the highlight was just swimming with a turtle
We found on our own!!",2026-03-27T01:02:36.768Z
