destination,rating,text,month
Mount Kinabalu,4,"Puncak Malaysia, super sekali 👏",2024-05
Mount Kinabalu,5,"I was absolutely stunned and in awe of the view. I did the hike with Sefrey Sumping - 2 time champion to do the hike in an astounding 2 hour 21 min record!!!
I was so honoured to share this journey with him and Amazing Borneo made the experience worthwhile and not to forget all the amazing people I met along the way!
I feel like the 46,000 stairs is what makes the challenge difficult but the view will leave you wanting for more! The certificate was so beautiful and i will frame it for remembering this time!",2024-05
Mount Kinabalu,5,Enjoying the view and experinced,2024-05
Mount Kinabalu,1,"The guide could leave you behind and let u walk on your own. I joined one of the package provider Amazing Borneo and they said the guide was hired from the park.  So at last, i am the one who is only suffered. They got all my money and got me in danger.  I twisted my ankle, and i walked almost 300m in order to see the guide, and i told him i twisted my ankle and then he said are you okay, i said no.  And then he kept on playing his mobile.  I do not want anyone to suffer liked i did.  Going to the summit without safety and assistance, who would wanna join?

I have posted a photo of my guide who walked in front of me almost 100m aways after i twisted my ankle.

Frankly, not all of the guides are liked that, but if u hike that day and see that guide plays mobile phone and walk ahead of you in far distance, good luck to you.  It means the park has hired guides who are untrained and do not care of ur safety.

Good luck all!",2024-05
Mount Kinabalu,5,Amazing experince...,2024-05
Mount Kinabalu,5,"My recent climb to the peak of Mount Kinabalu was an exhilarating and unforgettable adventure that left me in awe of nature's splendor and my own capabilities. As I embarked on the journey to conquer Southeast Asia's highest peak, I was filled with a mix of excitement and anticipation.

The climb began at Timpohon Gate, where I was greeted by the lush rainforest enveloping the trail. Each step brought me closer to the summit, with the trail winding its way through a diverse landscape of towering trees, moss-covered rocks, and cascading waterfalls.

As the altitude increased, so did the challenge. The steep ascent tested my physical endurance and mental resilience, pushing me beyond my comfort zone. Yet, with each passing milestone, I found renewed determination to press on, fueled by the breathtaking scenery and the camaraderie of fellow climbers.

Reaching Laban Rata resthouse marked a significant milestone in the journey, offering a well-deserved respite and a chance to refuel before the final push to the summit. As night fell, I set out under a blanket of stars, guided by the light of my headlamp and the anticipation of what lay ahead.

The final ascent to Low's Peak was both grueling and awe-inspiring. Battling fatigue and altitude sickness, I pushed myself to the limit, drawing strength from the stunning sunrise painting the sky in hues of orange and pink. With each step, I felt a sense of accomplishment and wonder, knowing that I was standing on the roof of Borneo.

Reaching the summit of Mount Kinabalu was a moment of triumph unlike any other, a testament to perseverance, courage, and the power of the human spirit. As I stood at the highest point in Southeast Asia, surrounded by panoramic views of the Sabah landscape, I was overcome with a sense of humility and gratitude for the opportunity to witness such natural beauty.

Descending from the peak, I carried with me not only memories of the journey but also a newfound appreciation for the magnificence of Mount Kinabalu and the indomitable spirit of those who dare to conquer it. It was an experience that challenged me, changed me, and will forever hold a special place in my heart.",2024-04
Mount Kinabalu,5,very good,2024-04
Mount Kinabalu,5,Best experience ever with my friends with our guide leader Jia Cheng and Nicholas from AVIDER really enjoy Thk 💕,2024-04
Mount Kinabalu,5,"One of the nicest place that I have been to.

We chose 2D1N package with via ferrata.   Pacakge without via ferrata are really full booking because they are cheaper so better plan and book early. But I am afraid of height and I was already so tired so I chose not to join (no refund).

If you join via ferrata, you need to arrive the dorm in the first day by 4pm to listen to the briefing.  We arrived at about 3:35pm.  I made my money worth by listening to the breifing and tried using the climbing protections. :)

After the briefing, we went to have a buffet dinner.  You need to sleep by 7pm because you need to wake up at 1:30am to climb up thr hill.  Many people cannot sleep well, but really better to take a rest, even for 3 hours only.  While climbing up, you can see the sky with milky way 🌌 (but not tto obvious).

To get the certificate, you need to arrive the check point before 5:30am.  I arrived at about 4:35am and was at KM 8.0 5:40am.  A while later, the sky starts to get brighter with some beautiful colours while you can still see a lot of stars.  The scene was stunning and it was a really peaceful moment to me.

Resting for a while, I keep moving.  With the help of the tour guide (thank you so much!), I reach the peak at 6:59am.  The road to the peak was really strep and need to be careful.  I need more time if I climbed it up myself.

Then we go back to the dorm.  After some rest, we went down to our starting point.  It took us about 5 hours for the 6km route.  And we arrived at about 5:10pm.  If you arrive at the entrance after 4pm, extra charge is needed to pay to the tour guides (30 RM per hour for each tour guide).  We paid 120 RM for the two tour guides.

Anyway, reaching this mountain is one of my accomplishment in my life :). (May not have the second chance to do it again)",2024-04
Mount Kinabalu,5,"So lucky that the day I came the weather condition, the sky, the cloud, the sunset. All made a memoriable trip ever.",2024-03
Mount Kinabalu,5,"Breathtaking experience and amazing sunrise view in the top of the mountain, highly recommended place, must have it on your Borneo adventure, 😍",2024-03
Mount Kinabalu,1,"Masuk RM10.00 utk ke galeri sahaja.
Tidak berbaloi.menyesal masuk.
Bayaran ke kaki gunung dikenakan apabila menaiki Bas yang disediakan, Kereta sendiri tidak dibenarkan ke kaki gunung..
Pihak pengurusan SCAM",2024-03
Mount Kinabalu,5,My weight is 135kg and I manage to climb to the top. The view is superb and beautiful...,2024-03
Mount Kinabalu,5,Gorgeous mountain with several trails from the headquarters. We paid 50 MYR per person which was valid for up to three days. Highly recommend stopping even if only for a few hours for a quick trail. Otherwise you’ll need to pay a permit and guide for the hike up which is typically done over two days.,2024-03
Mount Kinabalu,5,do you remember on 5 june 2015 🤨,2024-03
Mount Kinabalu,5,Tallest peak in geographical South East Asia continental plate. You must experience the beautiful sunset in Laban Rata,2024-02
Mount Kinabalu,1,"The official website is giving confusing information. Instead of telling the true that it cost minimum R2050 to climb the mountain. It comes out with cheap breakdown like permit. guide , entrance fee to let people think is cheap to scale this mountain. I don't know what the Goverment trying to hide or cheat?",2024-02
Mount Kinabalu,5,Keluarga lema,2024-02
Mount Kinabalu,5,Scenic beauty !!! Had a chance to experience this beautiful mountain.,2024-02
Mount Kinabalu,5,"Gunung Kinabalu kebanggaan seluruh Asia, ketinggian 1101m  seluruh pelusuk dunia telah menerokai keindahan puncak gunung Kinabalu yang semulajadi.amat di alur alukan seluruh pelusuk dunia untuk menikmati tarikan yang indah  dan mempesona setiap pelancong.",2024-01
Mount Kinabalu,5,Kepingin kesana,2024-01
Mount Kinabalu,5,"Không biết nói gì hơn, vì nó quá cao. Mây luôn phủ kín cho dù nó là buổi trưa nắng…",2024-01
Mount Kinabalu,5,Mendaki Gunung Kinabalu pada bulan Mei tahun 2023 merupakan salah satu pengalaman yang berharga. Kaki memang sakit la. Lagi2 training sekali seminggu saja. Semoga ada peluang lagi untuk repeat.,2023-12
Mount Kinabalu,5,好壯觀的山景,2023-12
Mount Kinabalu,5,Breathtaking view from so many locations. Loved it,2023-11
Mount Kinabalu,5,Fantastic experience !,2023-11
Mount Kinabalu,4,"Nice summit and trail, well-maintenance. There are many staircases to make it possible for even beginners. The first day seems easy but the second day is more challenging as you need to wake up at 2AM, having some hot tea and light food then climbing up. Drink enough water and take medicine if you have attitude sickness. I booked the slot with my hostel so I don’t know if  it’s easier for you to book slot and guide by yourself. Ask your hotel/hostel if they have that kind of booking services and compare the price. Normally, it’s cheaper than online tour agents around RM1800/pax. There is no busses going directly from KK to National Park. You can your bus tickets online or at Inanam Bus Terminal for the Bus to/from Sandakan or Semporna. Even though it’s nice experience but I can give 4 stars only.",2023-11
Mount Kinabalu,5,"The best place to hike, and friendly trail even to beginner. Panalaban is a cozy place to stay with good food.",2023-11
Mount Kinabalu,5,"For me it was very impressive my first time climbing on the bit over 4000m.
Quite hard because mostly stairs and rock stairs plus the highness so lower amount of oxygen that make a job.
And most importantly the view was just magnificent:) it was worth it.",2023-11
Mount Kinabalu,5,Le point culminant se mérite ! Ascension étonnante où la moiteur chaude fait place à un delta de température de quasi 30°c ressentis au sommet. Faune et flore changeante ou l’émerveillement est omniprésent. Trek accompagné d'un guide sur 2 jours. Magnifique.,2023-10
Kellie's Castle,5,Great expirence.. very historic place.. now i know whos castle is this..,2026-09
Kellie's Castle,5,So nice n view cantik...nak dtg repeat lagi..,2026-09
Kellie's Castle,5,"Cantik Sangat, view kat atas pun indah. 10 / 10",2026-09
Kellie's Castle,5,Tempat best & menarik sesuai utk anak2 kenal sejarah kellie castle,2026-09
Kellie's Castle,5,Beautiful place and staff here very attentive,2026-09
Kellie's Castle,5,Mantap n panas giler sini 😂 hahahaha !!!,2026-09
Kellie's Castle,5,👍,2026-09
Kellie's Castle,5,"Tempat yang menarik utk dilawati. Sebagai orang luar kawasan, kami tertarik dengan pemandangan  yang ada",2026-09
Kellie's Castle,5,Servis terbaikkkk!! Gambar cantikk!,2026-09
Kellie's Castle,5,Good view,2026-09
Kellie's Castle,5,best!! air tak banyak pilihan tapi sedap laa nak hilangkan dahaga :),2026-09
Kellie's Castle,5,Friendly staff,2026-09
Kellie's Castle,5,Mantap cabtik,2026-09
Kellie's Castle,4,The best place,2026-09
Kellie's Castle,5,niceeeeeee,2026-09
Kellie's Castle,5,Good experience n nice view,2026-09
Kellie's Castle,5,Memorabpe visit. Great architecture!,2026-09
Kellie's Castle,5,Pengalaman menakjubkan dapat mmpelajari sejarah tanah melayu dan dapat melihat istana tinggalan sejarah,2026-09
Kellie's Castle,5,Nice place to visit.,2026-09
Kellie's Castle,5,"Mandi di atas atap, mantap!",2026-09
Kellie's Castle,5,"I was amazed by this place, arrived around 6:30pm to catch a short visit before sunset.
The castle was really amazing and respect to the owner with lots of imagination on how rich he was at 1915 that year.
However, the safety of this castle needs some enhancement, is dangerous in many many ways especially you have kids.
Overall still love this place, but for family with kids need to be more careful and monitor close when visit in the castle.",2026-09
Kellie's Castle,5,Really enjoyed visiting Kellie’s Castle! It was nice to see the original structure still being preserved. Such a unique place with lots of history.,2026-09
Kellie's Castle,4,"jalan2 bawak ank cuti sekolah.Parking rm 5.00, dewasa rm9.00, kanak2 rm 7.00. Katanye ada free tram/ train, tpi xd. Beli ticket dekat website je.Senang & mudah",2026-09
Kellie's Castle,5,Menarik,2026-08
Kellie's Castle,5,Ok,2026-08
Kellie's Castle,5,One of the best to visit with kids.,2026-08
Kellie's Castle,5,Best kat sini,2026-08
Kellie's Castle,5,Baik,2026-08
Kellie's Castle,4,"နေအရမ်းပူတယ်။ ထီးယူလာသင့်တယ်။
မနက်ခင်းနဲ့ ညနေကို လာသင့်တယ်။",2026-08
Kellie's Castle,5,The assists was good. A lil bit hot due to weather not services. Recommended to come at evening.,2026-08
Kellie's Castle,4,Good place to click some picture and if weather is good then can spend some time there.,2026-08
Kellie's Castle,5,best sangat!!!,2026-08
Kellie's Castle,5,Nice experience,2026-08
Kellie's Castle,5,I was get a best experience ans know the creation of Kelly castle,2026-08
Kellie's Castle,5,Historical and mystical,2026-08
Kellie's Castle,5,love every angle of the building. very historic & nice informative place.,2026-08
Kellie's Castle,5,"Very nice view, castle is beautiful n nice",2026-08
Kellie's Castle,5,Cantik,2026-08
Kellie's Castle,5,To all management strong and powerful team.. keep it up 🫡,2026-08
Kellie's Castle,5,Semua ok,2026-08
Kellie's Castle,5,Penjaga parking bernama naim memang mantap,2026-08
Kellie's Castle,5,"Really enjoyed visiting Kellie’s Castle! I’ve always loved classical buildings with centuries of history behind them, and this place definitely has that kind of charm. There’s something fascinating about walking through an old building and imagining what life must have been like when it was actually lived in.

There isn’t a huge amount to see here, and most of the rooms are pretty empty, but I think that’s part of what makes it interesting. If you’re someone who enjoys looking closely at the little details, piecing together the history and imagining what happened in each space, you’ll probably enjoy exploring this place.

It was also slightly eerie walking through some of the empty rooms and corridors; especially when you start imagining how the castle would have looked and felt back in its time.

There’s also a Hindu temple nearby which is worth visiting while you’re in the area. Overall, I enjoyed it more for the history, atmosphere and architecture than for having lots of things to see.",2026-08
Kellie's Castle,5,Kelly’s Castle isn’t just an old building—it’s a beautiful reminder that even unfinished dreams can leave behind an unforgettable legacy.,2026-08
Kellie's Castle,5,Good view & experience,2026-08
Kellie's Castle,5,Sangat menarik dan mengetahui sejarah pembinaan bangunan Kellie Cast,2026-08
Kellie's Castle,5,Bestt placee !!,2026-08
Kellie's Castle,5,Good,2026-08
Kellie's Castle,5,Such a beautiful place,2026-08
Kellie's Castle,5,view cantik gambar sangat cantik,2026-08
Kellie's Castle,4,"Tempat menarik untuk penggemar Instagramable. Lighting cantik datang la awal pagi, seawall pembukaan 9.30. pasti puasa hati",2026-08
Kellie's Castle,5,"Kellie’s Castle really stuck with me — it has this eerie, unforgettable presence that makes it feel unlike anything else in Malaysia. I especially liked how the mix of Scottish, Moorish, and Indian influences shows up in the structure, giving it a character that is both grand and a little mysterious. It’s the kind of place that leaves you thinking about the history long after you leave.",2026-08
Kellie's Castle,5,Very nice place & service,2026-08
Kellie's Castle,5,I love it!,2026-08
Kellie's Castle,5,"beautiful scenery, best view",2026-08
Kellie's Castle,5,Tempat yang sangat menarik untuk tarikan pelancong luar dan dalam negara,2026-08
Kellie's Castle,5,The place so beautiful,2026-08
Kellie's Castle,5,besttttt 🩷🩷,2026-08
Kellie's Castle,5,"nice place to visit, never dissapointed",2026-08
Kellie's Castle,5,New experience and good vibe to explore the castle,2026-08
Kellie's Castle,5,Ticking system should be improved,2026-08
Kellie's Castle,5,Good architectural place to visit,2026-08
Kellie's Castle,5,Best sangat,2026-08
Kellie's Castle,5,Quick and fast for ticketing process eventho during weekend/PH..Awesome hospitality...,2026-08
Kellie's Castle,5,Best100%,2026-08
Kellie's Castle,5,Haraga masuk sangat berbaloi. Tempat bersejarah yang perlu dikunjungi. Staff sangat mesra.,2026-08
Kellie's Castle,5,"saya sangat suka tempat ni , tempat ni sangat menarik",2026-08
Kellie's Castle,5,"nice experience,nice services",2026-08
Kellie's Castle,5,"A great historical place to visit and take some amazing photos! 📸

The story behind the castle is really interesting and makes the visit even more worthwhile. Definitely worth checking out if you’re into history and beautiful spots!",2026-08
Kellie's Castle,4,It's a good history place to go,2026-08
Kellie's Castle,5,Nice castle with good view,2026-08
Kellie's Castle,5,The place is amazing,2026-08
Kellie's Castle,5,sangat menarik,2026-08
Kellie's Castle,5,soo good,2026-08
Kellie's Castle,5,sangat bagus dan terbaik,2026-08
Kellie's Castle,5,Best view,2026-08
Kellie's Castle,5,sangat cantik staff pun ramah,2026-08
Kellie's Castle,5,soooooo prettyyyy love ittt,2026-08
Kellie's Castle,5,Sangat cantik,2026-08
Kellie's Castle,5,the view everrrrr,2026-08
Kellie's Castle,5,very nice view here,2026-08
Kellie's Castle,4,"Kellie’s Castle is a beautiful and interesting historical place to visit. The scenery and architecture are really nice, and there are many good spots for taking photos.
However, I found the ticket kiosk a little confusing because there were two different prices displayed, so it was not very clear which ticket to choose. The ticket price also felt slightly expensive.
One thing that could be improved is the accessibility information. It would be helpful if visitors were informed beforehand that wheelchairs and strollers cannot easily access the upper levels, as there are stairs leading up to the castle. This is especially important for families with young children or visitors with mobility difficulties.
Overall, it was still a nice experience, especially for those who enjoy history, architecture and photography.",2026-08
Kellie's Castle,5,Tempat bagus,2026-08
Kellie's Castle,5,Experience yang sgt bgs,2026-08
Kellie's Castle,5,Cantik tmpt ni .,2026-08
Kellie's Castle,5,tempat menarikk,2026-08
Kellie's Castle,5,Nice place..,2026-08
Kellie's Castle,5,Tempat cantik Dan well managed,2026-08
Kellie's Castle,4,"A beautiful and unique historical place to visit! 🏰 Kellie’s Castle has such an interesting atmosphere, with its old architecture and fascinating history. It’s a great place to explore, take photos, and learn more about the story behind the castle. Overall, I really enjoyed the experience and would definitely recommend visiting! ✨",2026-08
Kellie's Castle,5,"Pretty place , recommend for shot photo .",2026-08
Kellie's Castle,5,"Good place for photoshot , but abit hot , bring own mini fan . Pretty",2026-08
Kellie's Castle,5,Well maintained. A simple brick structure. Nice view from the top.,2026-08
Kellie's Castle,5,Sangat best...x menyesal prgi sini...mn ii yg dri luar singgh sini sbb tmpt ni adalah bngunab bersejarah yang sesuai untk semua peringkt umur bgmbr atau pendedahan tentang sejarah disini.,2026-08
Kellie's Castle,5,nice place,2026-08
Kellie's Castle,5,nice experience. nice view. good services by najlaa and aiman,2026-08
Kellie's Castle,5,"Pengalaman yg tak dpt di tempat laun, pengalaman baru",2026-08
Kellie's Castle,2,It’s a great place historically but I gave 2 stars due to the lack of upkeep. The furniture and treasures of the family are deteriorating due to the neglect and care it warrants.,2026-08
Kellie's Castle,4,"Kellie’s Castle stond bij ons eigenlijk vooral op de planning als opvulling van de dag, maar achteraf was het verrassend leuk. Je koopt een entreeticket en kunt vervolgens vrij door het kasteel en de omliggende ruïnes lopen. Je kunt helemaal tot het dak komen, waar je een mooi uitzicht over de omgeving hebt.

Het kasteel en de geschiedenis erachter vonden wij niet bijzonder indrukwekkend, maar er valt genoeg te ontdekken. Als je een beetje creatief bent, kun je hier bovendien erg leuke foto’s maken. Als je goed rondkijkt, kun je op verschillende plekken vleermuizen spotten. Ook is er nog een kleine boerderij met enkele dieren.

Geen absolute must-see, maar achteraf zeker de moeite waard. Wij hebben hier uiteindelijk een prima middag gehad!",2026-08
Kellie's Castle,5,"Layanan mersa,,terbaik boleh ajak bergurau,,",2026-08
Kellie's Castle,5,Good servicr,2026-08
Kellie's Castle,5,Beautiful scenery for memory,2026-08
Kellie's Castle,5,Historical place that should be visited. Easy to park and kids friendly.,2026-08
Kellie's Castle,4,Had wonderful experience at Kelli’s Castle with memorable photo giftaway❤️,2026-08
Kellie's Castle,5,"Visiting Kellie’s Castle was a pleasant and interesting experience. The historical architecture and old castle structure were beautiful and unique, making it an enjoyable place to explore and take photos. I also enjoyed learning about the history and stories behind the castle. Overall, it was a memorable visit and a great place to experience one of Perak’s historical attractions.",2026-08
Kellie's Castle,5,Sangat bagus tempat nie,2026-08
Kellie's Castle,5,"Full of history, to visit this place if you are in Gopeng also excellent services by the team.",2026-08
Kellie's Castle,5,Gooooddd,2026-08
Kellie's Castle,5,good,2026-08
Kellie's Castle,5,Good ambience and scenery. Service was perfect.,2026-08
Kellie's Castle,5,Best tempat ni bawak anak2,2026-08
Kellie's Castle,5,Very nice my room,2026-08
Kellie's Castle,2,Tempat ni cantik cuma tak terjaga. Tiket mahal tapi tak ada orang bersihkan pun. Banyak tahi cicak dan sebagainya.,2026-08
Kellie's Castle,5,Nice place&will come again... We love it❤️❤️❤️,2026-08
Kellie's Castle,5,So chantek & aesthetic. Must visit,2026-08
Kellie's Castle,5,"A very nice place, clean, historical, and of course beautiful",2026-08
Kellie's Castle,5,Gambar2 menarik... Terima kasih,2026-08
Kellie's Castle,5,Best Experience dekat sini 😆 dulu dah pernah pegi tapi takde benda menarik sangat.. kali ni datang lagi bawak family besar ☺️ Alhamdulillah semua have fun,2026-08
Kellie's Castle,5,nice place to visit,2026-08
Kellie's Castle,5,tempat menarik dan seronok,2026-08
Kellie's Castle,5,Nice view📸🔥,2026-08
Kellie's Castle,4,"Good view, relaxing place, my son loved the waffles (he’s giving it a 5 just for that😅).",2026-08
Kellie's Castle,5,Good place for tourists,2026-08
Kellie's Castle,5,Unique and beautiful place💖,2026-08
Kellie's Castle,5,You can spend at least an hour looking around. The information provided on its history and photo opportunities are fantastic!,2026-08
Kellie's Castle,5,"It was a hot day, but overall I got one of my best pictures in this Ipoh dump! >.<",2026-08
Kellie's Castle,5,Very good visit and must try,2026-08
Kellie's Castle,5,Okayyy,2026-08
Kellie's Castle,5,"good place, so enjoy here",2026-08
Kellie's Castle,5,Good experience,2026-08
Kellie's Castle,5,"Today’s visit to Kellie’s Castle was one of those experiences where the heat and humidity were definitely testing me! ☀️🥵 I was completely drenched in sweat after exploring the castle, climbing the old stairways and walking around the rooftop.

But honestly, it was totally worth it.

Beyond the beautiful and mysterious architecture, I got to learn more about the history behind this unfinished castle, the Kellie family, and how the building reflects a fascinating mix of architectural styles. Walking through the old brick walls, arched windows, hidden-looking passages and rooftop areas made the history feel much more real than simply reading about it.

The views from the top were also amazing — green hills, trees and the surrounding landscape stretching into the distance. 🇲🇾

A hot and sweaty day, but definitely a memorable one. Sometimes you need to step out, explore somewhere historical and experience the story for yourself to really appreciate it. ❤️

Kellie’s Castle — hot, historic, mysterious and totally worth the visit! 🏰☀️",2026-08
Kellie's Castle,5,It’s very hot today. Please bring an umbrella or wear a cap to protect yourself from the sun.,2026-08
Kellie's Castle,3,best but panas kalau datang tengah hari ..,2026-08
Kellie's Castle,4,"Nice castle, be aware that you will need to pay an entrance fee of RM19 for Non-Malaysian which is still cheap.",2026-08
Kellie's Castle,5,Good so funy,2026-08
Kellie's Castle,1,"esta todo en ruinas y practicamente vacio
los animales estan en espacios muy pequeños en general no recomendaria venir",2026-08
Kellie's Castle,5,Menarik bawak kanak kanak bercerita tentang sejarah,2026-08
Kellie's Castle,5,Very amazing in the castle,2026-08
Kellie's Castle,1,"The castle itself is astonishing from outside, but when entered, it is so dusty and full of animals poop. The place is not well maintain and have low hygiene. Need to pay rm5 for the parking and expensive entrance fee rm9. Not recommend to visit.",2026-08
Kellie's Castle,5,มีค่าเข้าชม อาคารสวย คงความเป็นเอกลักษณ์เมืองเก่า,2026-08
Kellie's Castle,2,"Great place and beautiful history to it. But the cleanliness and maintenance very poor. Loads of flies around the area, the black spots on the floor are flies. Worth one visit, but as a local.. I hope they improve because there are people willing to visit but nothing much to do.",2026-08
Kellie's Castle,5,"😍 Very beautiful and wonderful, I love this place",2026-08
Kellie's Castle,5,"Kellie’s Castle – ghé “lâu đài ma” giữa vùng ngoại ô Ipoh

Cách trung tâm Ipoh khoảng 30 phút lái xe, Kellie’s Castle nằm ở Batu Gajah, bang Perak, là một trong những điểm tham quan có màu sắc khác biệt nhất của Malaysia. Công trình được khởi xây đầu thế kỷ XX bởi William Kellie Smith, một chủ đồn điền người Scotland. Ông qua đời năm 1926 khi lâu đài vẫn chưa hoàn thành, để lại phía sau một công trình dang dở và hàng loạt câu chuyện bí ẩn.

Tôi đến đây vì cái tên “lâu đài ma”, nhưng điều giữ chân lâu hơn lại là cảm giác vừa đẹp vừa buồn của một giấc mơ bị bỏ lại. Những bức tường gạch cũ, hành lang dài, cầu thang dẫn lên tầng cao, các căn phòng chưa hoàn thiện tạo nên một không gian có phần lạnh lẽo. Người ta kể về những bóng người xuất hiện ở hành lang hay căn phòng cũ, nhưng đứng giữa ban ngày, nỗi sợ không rõ rệt bằng cảm giác tò mò về cuộc đời chủ nhân và lý do công trình mãi mãi dừng lại ở trạng thái dang dở.

Điểm thú vị là du khách có thể tự mình len qua nhiều khu vực của lâu đài, lên tầng cao ngắm vùng cây xanh xung quanh Batu Gajah và tìm những góc kiến trúc pha trộn ảnh hưởng châu Âu, Ấn Độ và Moorish. Một vòng tham quan hợp lý mất khoảng 1–2 giờ.

Hiện Kellie’s Castle vẫn hoạt động bình thường. Trang chính thức công bố mở cửa hằng ngày từ 9h30 đến 22h, lượt vào cuối lúc 21h30. Giá tham khảo gần đây cho khách nước ngoài khoảng 10 ringgit/người lớn, 8 ringgit/trẻ em, nhưng nên kiểm tra lại khi mua vé vì chính sách có thể thay đổi.",2026-08
Kellie's Castle,5,"nice weather but you have to bring umbrella la, nice castle with nice service",2026-08
Kellie's Castle,5,1st time datang ke sini. Cantikkkkk,2026-08
Kellie's Castle,5,"tips ; bawa handfan, bawa payung.

staff semua membantu. beli gambar 3 keping yang kecik RM15 je.",2026-08
Kellie's Castle,5,Tempat bersejarah yang sangat menarik dan terjaga. Banyak sudut cantik untuk bergambar serta sesuai dikunjungi bersama keluarga. Memang berbaloi singgah kalau datang ke Perak.,2026-08
Kellie's Castle,5,interesting,2026-08
Kellie's Castle,5,"tempatnya baguss, keren, bersejarah sangat cocok dikunjungi saat liburan",2026-08
Kellie's Castle,5,Tempat baguss dan mernarikk buat dikunjungin,2026-08
Kellie's Castle,5,Historical site and balat hangat 👌🔥🔥,2026-08
Kellie's Castle,2,"Viel zu teuer, insbesonders für ausländische Touristen, die ca das doppelte von Einheimischen zahlen. Die wenigen Räume mit Möbel wurden vermutlich noch nie gereinigt, alles ist komplett verstaubt.",2026-08
Kellie's Castle,5,สวย แดดร้อนมาก ข้างในเหม็นกลิ่นฉี่ กลิ่นขี้หนู กลัวจะติดเชื้อโรค ค่าเข้าแพงควรจะดูแลความสะอาดหน่อย,2026-08
Kellie's Castle,5,Historic place to visit! Bawak payung cuaca panas.,2026-08
Kellie's Castle,5,"Recommend bawak payung, kipas and topi.",2026-08
Kellie's Castle,4,"Hot, pls add on fan",2026-08
Kellie's Castle,5,Sangat menarik dan berpuas hati,2026-08
Kellie's Castle,5,Sympa pour passer 2h,2026-08
Kellie's Castle,4,"日久失修, 有好多蝙蝠, 環境超污糟, 要收入場費, 不過有牌講呢個古堡嘅歷史",2026-08
Kellie's Castle,4,"Kellie’s Castle was one of the more unusual historical places I visited in Perak. It does not feel like a typical restored palace or museum because the building was never actually completed. Standing inside the unfinished structure, with its empty rooms, long corridors, arches and partially developed sections, gives the place a slightly mysterious atmosphere that is quite different from most heritage attractions in Malaysia.

The mansion was built by William Kellie Smith, a Scottish planter who became wealthy through rubber and tin-related businesses in Perak. Construction began in the early 20th century, with major work taking place around 1915. Unfortunately, Smith died of pneumonia in Lisbon in 1926, and construction was subsequently abandoned. His unfinished residence eventually became one of Batu Gajah’s best-known landmarks.

The architecture is probably the strongest part of the visit. There are Moorish, Indo-Saracenic and Roman influences throughout the building, with horseshoe-shaped arches, brickwork, decorative details and unusual structural features. The mansion was also planned to have an elevator, which would have been an impressive feature for its time. Some of the hidden rooms and underground passages add to the sense of mystery surrounding the property.

I enjoyed exploring the different levels because the unfinished condition actually makes the building more interesting. Instead of everything being perfectly restored, you can see parts of the original construction and imagine what the completed mansion might have looked like. The elevated location also provides pleasant views of the surrounding greenery and the Raya River area.

The main drawback is that some areas can feel a little rough and the historical information could be presented more clearly. The stories about ghosts and supernatural activity are popular, but I think the verified history of William Kellie Smith and the people who built the mansion is much more interesting than relying only on the haunted-castle reputation.

Overall, I found Kellie’s Castle genuinely worthwhile. It is not an enormous attraction and the visit does not need an entire day, but the unfinished architecture, unusual history and atmosphere make it memorable. I would recommend visiting with some background knowledge because understanding why the castle was built and why it remained unfinished makes walking through it much more meaningful.",2026-08
